2422.00,2131.08
2446.89,2085.25
2466.76,2071.59
2483.00,2161.84
2491.06,2267.27
2504.00,2049.25
2514.00,2448.71
2528.00,2003.14
2535.00,2042.81
2541.56,2239.22
2548.99,2463.95
2557.00,2506.96
2564.02,2978.41
2573.00,2383.29
2580.00,2005.81
2586.00,1854.46
2587.30,2556.72
2599.01,2078.99
2607.00,2108.46
2617.87,2235.19
2623.00,2663.74
2629.00,1779.82
2635.00,1694.44
2642.22,2550.34
2648.00,1782.48
2652.00,2458.62
2656.02,1706.59
2663.00,1793.72
2672.12,2711.50
2684.00,1900.72
2694.00,2083.02
2702.00,1765.59
2707.05,2009.46
2710.02,3101.72
2715.00,1937.71
2722.00,1695.08
2728.00,2358.79
2734.38,2523.92
2743.42,1873.20
2752.00,2399.44
2758.00,1767.85
2763.00,2212.10
2768.00,1887.22
2773.00,2688.37
2775.90,2439.64
2780.00,2323.98
2783.62,2032.54
2788.00,1923.71
2792.00,2308.90
2795.00,2131.45
2798.00,2605.73
2801.00,1697.67
2807.00,1993.88
2814.00,2280.05
2819.00,2773.67
2823.05,2097.09
2826.00,2468.72
2829.00,2615.10
2832.00,2442.63
2835.00,2658.06
2837.00,1943.70
2839.00,2094.09
2841.00,1801.63
2843.00,2654.91
2844.00,2995.91
2846.00,2692.03
2848.00,2232.97
2850.00,2952.03
2852.83,2121.62
2854.00,1797.30
2856.00,3106.37
2858.00,2088.41
2861.00,1804.64
2864.99,2518.03
2866.99,2217.98
2870.00,2256.94
2873.00,2051.77
2876.00,2605.81
2878.00,2248.93
2880.00,2440.97
2882.00,2765.14
2884.00,2057.17
2885.26,1972.66
2887.00,2179.92
2889.00,2003.90
2891.00,2005.60
2893.00,3367.21
2895.00,2213.82
2897.00,2800.16
2897.95,3357.17
2900.00,1897.94
2902.00,2713.75
2905.00,2524.55
2908.00,2394.93
2911.00,3067.32
2914.00,2485.49
2917.00,1855.97
2919.00,2032.55
2921.99,2657.11
2924.00,2528.83
2927.00,2509.84
2930.00,1935.52
2933.05,1960.32
2935.00,2923.76
2939.45,2625.17
2940.00,2342.13
2942.00,2883.66
2945.00,2344.41
2948.00,2211.47
2950.00,2584.46
2953.00,2139.51
2956.03,3099.60
2958.00,2612.46
2960.00,2482.30
2964.00,2701.80
2967.00,2838.30
2970.00,2704.04
2972.00,2895.92
2974.00,2445.43
2977.00,2791.93
2979.97,2923.06
2982.00,2534.96
2985.00,3035.88
2988.00,1874.68
2991.00,2423.62
2993.02,3288.25
2996.00,2460.73
2998.00,2641.30
3001.00,2824.72
3004.00,1821.38
3007.00,2771.32
3009.00,3010.26
3011.00,2523.42
3013.00,3034.50
3016.00,3244.85
3018.00,2336.88
3020.00,2278.96
3022.00,2685.90
3024.98,2504.92
3027.00,2976.68
3028.00,2637.67
3030.00,2061.54
3032.00,2960.84
3034.49,2986.56
3037.00,2699.08
3038.00,3032.19
3040.00,2543.76
3042.03,1800.27
3044.00,2340.19
3046.00,2522.47
3048.00,2518.68
3050.00,2807.12
3052.00,2015.80
3053.00,3083.03
3055.00,2651.64
3057.00,1974.06
3059.00,2092.91
3060.00,2257.90
3061.97,1979.79
3063.00,2843.15
3065.00,3221.78
3065.88,3305.54
3069.00,2640.90
3071.00,2765.06
3072.00,2543.71
3074.00,3347.84
3077.00,3076.16
3079.00,2043.16
3081.00,1835.81
3083.00,2942.84
3085.00,2236.70
3086.00,2039.01
3088.00,1943.93
3090.00,3066.48
3092.00,3020.20
3094.00,2652.56
3096.00,1796.86
3098.00,3119.91
3099.19,2814.71
3102.00,3049.58
3104.00,2707.89
3107.00,2698.74
3110.00,3078.49
3111.21,2921.39
3113.98,2295.81
3116.00,3365.47
3117.00,2694.10
3119.00,3192.23
3120.00,3067.99
3122.00,3080.99
3124.00,2447.81
3126.37,2461.52
3127.00,2457.83
3129.00,2273.32
3131.00,2087.44
3133.00,2783.41
3135.00,2079.88
3137.00,1977.13
3137.23,2177.78
3142.00,2502.39
3145.00,2628.41
3148.00,2882.59
3151.00,3022.66
3153.27,2995.27
3156.00,2972.91
3158.00,2272.58
3162.00,2732.77
3164.58,2400.26
3166.44,2594.82
3168.00,2677.67
3170.00,2189.08
3172.00,1831.56
3174.00,1983.77
3176.00,2949.27
3177.00,2151.18
3179.00,3005.95
3180.00,2805.73
3182.00,3319.26
3183.00,2244.39
3185.00,2508.95
3187.00,2953.22
3189.00,2575.10
3191.93,2636.91
3193.00,2402.26
3195.00,3106.59
3197.00,2815.06
3199.00,2926.28
3201.00,2660.44
3204.00,2562.11
3200.63,2726.51
3211.00,3353.48
3214.00,2878.37
3217.00,3057.78
3221.00,2652.57
3224.91,2457.63
3229.00,2845.91
3233.00,2609.40
3237.00,2987.14
3241.00,3244.28
3244.00,2481.25
3247.06,2915.31
3249.00,2587.67
3251.01,2440.17
3255.00,2499.62
3258.00,2894.32
3263.00,3206.36
3267.00,3005.11
3271.02,2920.07
3276.00,2557.60
3279.94,2496.50
3286.87,2838.39
3292.01,3311.24
3298.00,2711.66
3306.05,2487.67
3313.00,2853.19
3323.98,2378.05
3307.96,2877.86
3340.80,2085.47
3349.00,2820.38
3360.89,2718.86
3371.00,3114.77
3380.00,3045.79
3390.00,2816.84
3397.97,2595.83
3406.00,2628.27
3413.12,1976.53
3421.00,2991.77
3428.00,2593.97
3440.00,3008.14
3454.00,2456.86
3474.00,2498.05
3484.00,2297.31
3504.99,2970.77
3540.93,2747.75
3561.00,2861.19
3578.94,3372.96
3592.67,2821.84
3602.00,3306.74
3612.67,2255.78
3617.37,3010.58
3623.99,3380.69
3629.01,3083.39
3634.32,2074.68
3646.00,3199.14
3661.04,3153.27
3671.15,3330.40
3681.87,2965.63
3702.04,2772.87
3721.00,3291.72
3730.00,2779.00
3736.00,1446.00
3743.00,3196.56
3750.02,1400.94
3762.00,2743.23
3769.20,2934.43
3775.00,3463.81
3779.00,1249.95
3784.99,3067.79
3799.36,2977.40
3796.00,1992.60
3803.01,3073.81
3816.99,3005.03
3834.89,3161.33
3862.00,2821.55
3877.41,2909.73
3891.00,2898.57
3912.00,3299.80
3923.00,2332.56
3927.16,1533.36
3930.00,373.16
3933.00,1363.64
3936.00,2482.68
3941.00,3447.93
3946.00,3340.47
3959.15,2980.75
3975.00,3154.74
3986.99,2029.46
4017.00,3217.84
4030.00,3363.95
4128.90,2949.09
4254.00,2928.56
4404.71,2906.91
4615.00,2896.99
