20.00,1445.00
182.08,1430.54
730.97,2280.97
739.96,2512.15
748.00,2375.71
754.12,2017.54
758.00,1731.14
763.00,2220.04
768.00,1359.43
775.00,2066.63
780.56,1324.93
785.00,1743.42
789.00,2604.57
792.00,2014.43
796.00,1233.97
799.00,1328.22
802.08,1284.75
805.95,1840.51
809.00,2308.06
814.00,2150.68
820.00,2316.78
824.00,2063.37
829.00,1556.06
834.03,1163.33
837.00,1282.13
843.00,2285.78
849.00,2243.07
853.95,1637.41
860.00,1735.73
866.00,2321.96
871.14,2107.37
875.58,1657.06
875.32,1828.61
889.99,2268.64
896.58,1892.50
904.04,2068.91
910.00,1502.77
915.99,1704.60
922.01,1783.12
928.00,1608.27
934.00,1955.31
942.03,2125.63
949.43,1883.46
958.00,1890.42
965.33,1910.06
972.00,1769.92
978.00,1779.12
985.00,1358.03
991.00,2279.94
1002.13,1416.82
1013.01,1709.28
1023.00,2333.12
1029.00,2174.00
1035.00,2271.57
1041.00,1781.68
1048.50,2218.95
1054.00,1838.29
1062.00,2021.53
1072.00,1832.76
1079.00,1803.38
1085.00,1482.49
1090.00,1658.85
1097.00,1587.15
1103.00,1705.52
1108.00,2208.15
1113.00,1699.53
1117.00,1624.41
1122.00,2136.75
1128.00,1573.04
1133.00,2355.00
1139.00,2294.57
1145.00,1626.26
1150.00,1966.66
1156.82,2239.67
1165.00,1685.66
1178.02,1784.13
1191.75,1548.87
1194.89,2304.46
1205.02,2337.74
1212.00,1585.10
1220.00,1507.35
1225.00,1679.73
1231.00,1335.60
1241.18,1542.78
1248.90,2007.70
1257.05,1473.97
1264.00,2150.64
1269.00,2013.02
1275.00,1197.30
1281.00,1742.66
1285.34,1451.61
1290.00,2111.76
1293.77,1926.64
1299.13,1885.19
1304.00,1777.58
1308.00,1617.35
1312.00,1800.85
1318.00,1826.39
1325.00,1754.46
1331.00,1764.11
1339.00,1230.34
1349.98,1917.93
1363.00,1345.50
1380.00,1370.62
1395.00,2069.68
1410.02,1888.48
1428.01,1391.54
1441.80,2047.73
1451.00,2205.88
1456.00,1783.84
1460.01,1869.92
1466.00,2205.36
1470.00,2282.96
1475.00,2255.84
1478.00,1802.94
1481.00,1911.78
1484.00,2070.47
1489.00,1892.75
1495.00,1837.65
1514.00,1928.77
1529.00,2060.73
1537.79,1329.86
1548.00,1770.23
1553.01,1757.36
1561.00,2027.12
1574.00,1825.90
1583.73,1752.00
1591.00,1405.81
1600.00,1589.24
1609.00,1550.82
1619.00,1934.97
1631.01,1455.99
1639.00,1941.94
1647.00,1780.96
1659.00,1823.52
1673.00,1822.11
1679.00,1831.56
1684.00,1636.02
1692.00,1764.84
1699.00,1800.93
1712.00,1850.13
1724.00,1997.58
1733.73,1548.48
1743.00,1939.36
1767.00,1281.75
1785.38,1904.40
1820.00,1631.05
1842.80,1850.22
1871.29,1946.89
1906.00,2247.90
1914.98,2628.93
1925.00,2070.40
1954.16,2213.45
1967.00,2069.10
1985.00,1898.03
1995.00,2098.40
2012.00,2101.15
2031.00,2107.38
2045.00,2145.37
2063.00,2300.11
2080.93,1969.21
2101.97,2145.89
2053.23,1864.20
2129.00,3150.02
2139.00,2018.23
2157.80,2040.68
2178.00,2059.55
2201.00,2177.60
2220.95,2230.27
2240.00,2075.85
2262.03,2162.75
2283.02,2089.01
2314.00,2086.36
2346.00,2125.35
2365.00,1634.86
2384.00,1616.76
2392.56,2251.01
